Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1924,Paris,Aquatics,Swimming,"KIRSHBAUM, William",United States,Men,200M Breaststroke,Bronze
1924,Paris,Aquatics,Swimming,"SKELTON, Robert",United States,Men,200M Breaststroke,Gold
1924,Paris,Aquatics,Swimming,"GERAGHTY, Agnes",United States,Women,200M Breaststroke,Silver
1924,Paris,Aquatics,Swimming,"WEISSMULLER, Johnny",United States,Men,400M Freestyle,Gold
1924,Paris,Aquatics,Swimming,"EDERLE, Gertrude",United States,Women,400M Freestyle,Bronze
1924,Paris,Aquatics,Swimming,"NORELIUS, Martha",United States,Women,400M Freestyle,Gold
1924,Paris,Aquatics,Swimming,"WAINWRIGHT, Helen",United States,Women,400M Freestyle,Silver
1924,Paris,Aquatics,Swimming,"DONNELLY, Euphrasia",United States,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"EDERLE, Gertrude",United States,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"LACKIE, Ethel",United States,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"NORELIUS, Martha",United States,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"WAINWRIGHT, Helen",United States,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"WEHSELAU, Mariechen",United States,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"BREYER, Ralph",United States,Men,4X200M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"GLANCY, Harrison Smith",United States,Men,4X200M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"HOWELL, Richard",United States,Men,4X200M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"O'CONNOR, James Wallace",United States,Men,4X200M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"SMITH, Lester",United States,Men,4X200M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming,"WEISSMULLER, Johnny",United States,Men,4X200M Freestyle Relay,Gold
1924,Paris,Aquatics,Water polo,"AUSTIN, Arthur",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"COLLETT, E.",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"HANDY, J.",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"HORN, Oliver",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"LAUER, Frederick",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"MITCHELL, George F.",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"NORTON, John",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"O'CONNOR, James Wallace",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"SCHROTH, George E.",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"VOLLMER, Herbert Eberhard",United States,Men,Water Polo,Bronze
1924,Paris,Aquatics,Water polo,"WEISSMULLER, Johnny",United States,Men,Water Polo,Bronze
1924,Paris,Athletics,Athletics,"SCHOLZ, Jackson",United States,Men,100M,Silver
1924,Paris,Athletics,Athletics,"KINSEY, Daniel",United States,Men,110M Hurdles,Gold
1924,Paris,Athletics,Athletics,"SCHOLZ, Jackson",United States,Men,200M,Gold
1924,Paris,Athletics,Athletics,"PADDOCK, Charles",United States,Men,200M,Silver
1924,Paris,Athletics,Athletics,"CONNOLLY, James",United States,Men,3000M Team,Bronze
1924,Paris,Athletics,Athletics,"COX, William",United States,Men,3000M Team,Bronze
1924,Paris,Athletics,Athletics,"KIRBY, Edward",United States,Men,3000M Team,Bronze
1924,Paris,Athletics,Athletics,"LARRIVEE, Leo",United States,Men,3000M Team,Bronze
1924,Paris,Athletics,Athletics,"RAY, Joseph",United States,Men,3000M Team,Bronze
1924,Paris,Athletics,Athletics,"TIBBETTS, Willard",United States,Men,3000M Team,Bronze
1924,Paris,Athletics,Athletics,"FITCH, Horatio",United States,Men,400M,Silver
1924,Paris,Athletics,Athletics,"RILEY, Ivan",United States,Men,400M Hurdles,Bronze
1924,Paris,Athletics,Athletics,"TAYLOR, Frederick Morgan",United States,Men,400M Hurdles,Gold
1924,Paris,Athletics,Athletics,"CLARKE, Louis Alfred",United States,Men,4X100M Relay,Gold
1924,Paris,Athletics,Athletics,"HUSSEY, Francis",United States,Men,4X100M Relay,Gold
1924,Paris,Athletics,Athletics,"LECONEY, Jeremiah Alfred",United States,Men,4X100M Relay,Gold
1924,Paris,Athletics,Athletics,"MURCHISON, Loren",United States,Men,4X100M Relay,Gold
1924,Paris,Athletics,Athletics,"COCHRANE, Commodore",United States,Men,4X400M Relay,Gold
1924,Paris,Athletics,Athletics,"HELFFRICH, Alan",United States,Men,4X400M Relay,Gold
1924,Paris,Athletics,Athletics,"MACDONALD, J. Oliver",United States,Men,4X400M Relay,Gold
1924,Paris,Athletics,Athletics,"STEPHENSON, William",United States,Men,4X400M Relay,Gold
1924,Paris,Athletics,Athletics,"ENCK, Schuyler",United States,Men,800M,Bronze
1924,Paris,Athletics,Athletics,"JOHNSON, Richard Earl",United States,Men,Cross Country Individual,Bronze
1924,Paris,Athletics,Athletics,"BOOTH, Verne Hobson",United States,Men,Cross Country Team,Silver
1924,Paris,Athletics,Athletics,"FAGER, August",United States,Men,Cross Country Team,Silver
1924,Paris,Athletics,Athletics,"GRAY, John",United States,Men,Cross Country Team,Silver
1924,Paris,Athletics,Athletics,"HENIGAN, James",United States,Men,Cross Country Team,Silver
1924,Paris,Athletics,Athletics,"JOHNSON, Richard Earl",United States,Men,Cross Country Team,Silver
1924,Paris,Athletics,Athletics,"STUDENROTH, Arthur",United States,Men,Cross Country Team,Silver
1924,Paris,Athletics,Athletics,"OSBORN, Harold Marion",United States,Men,Decathlon,Gold
1924,Paris,Athletics,Athletics,"NORTON, Emerson",United States,Men,Decathlon,Silver
1924,Paris,Athletics,Athletics,"LIEB, Thomas John",United States,Men,Discus Throw,Bronze
1924,Paris,Athletics,Athletics,"HOUSER, Lemuel Clarence",United States,Men,Discus Throw,Gold
1924,Paris,Athletics,Athletics,"TOOTELL, Frederick Delmont",United States,Men,Hammer Throw,Gold
1924,Paris,Athletics,Athletics,"MCGRATH, Matthew J.",United States,Men,Hammer Throw,Silver
1924,Paris,Athletics,Athletics,"OSBORN, Harold Marion",United States,Men,High Jump,Gold
1924,Paris,Athletics,Athletics,"BROWN, Leroy Taylor",United States,Men,High Jump,Silver
1924,Paris,Athletics,Athletics,"OBERST, Eugene",United States,Men,Javelin Throw,Bronze
1924,Paris,Athletics,Athletics,"HUBBARD, William De Hart",United States,Men,Long Jump,Gold
1924,Paris,Athletics,Athletics,"GOURDIN, Edward Orval",United States,Men,Long Jump,Silver
1924,Paris,Athletics,Athletics,"DE MAR, Clarence Harrison",United States,Men,Marathon,Bronze
1924,Paris,Athletics,Athletics,"LE GENDRE, Robert Lucien",United States,Men,Pentathlon,Bronze
1924,Paris,Athletics,Athletics,"BROOKER, James K.",United States,Men,Pole Vault,Bronze
1924,Paris,Athletics,Athletics,"BARNES, Lee",United States,Men,Pole Vault,Gold
1924,Paris,Athletics,Athletics,"GRAHAM, Glenn",United States,Men,Pole Vault,Silver
1924,Paris,Athletics,Athletics,"HILLS, Ralph Gorman",United States,Men,Shot Put,Bronze
1924,Paris,Athletics,Athletics,"HOUSER, Lemuel Clarence",United States,Men,Shot Put,Gold
1924,Paris,Athletics,Athletics,"HARTRANFT, Glenn",United States,Men,Shot Put,Silver
1924,Paris,Boxing,Boxing,"FEE, Raymond",United States,Men,- 50.8KG (Flyweight),Bronze
1924,Paris,Boxing,Boxing,"LA BARBA, Fidel",United States,Men,- 50.8KG (Flyweight),Gold
1924,Paris,Boxing,Boxing,"TRIPOLI, Salvatore",United States,Men,50.8 - 53.52KG (Bantamweight),Silver
1924,Paris,Boxing,Boxing,"FIELDS, John",United States,Men,53.52 - 57.15KG (Featherweight),Gold
1924,Paris,Boxing,Boxing,"SALAS, Joseph",United States,Men,53.52 - 57.15KG (Featherweight),Silver
1924,Paris,Boxing,Boxing,"BOYLSTEIN, Frederick",United States,Men,57.15 - 61.24KG (Lightweight),Bronze
1924,Paris,Equestrian,Eventing,"DOAK, Sloan",United States,Men,Individual,Bronze
1924,Paris,Gymnastics,Artistic G.,"KRIZ, Frank",United States,Men,Vault,Gold
1924,Paris,Polo,Polo,"BOESCKE, Elmer",United States,Men,Polo,Silver
1924,Paris,Polo,Polo,"HITCHCOCK, Thomas",United States,Men,Polo,Silver
1924,Paris,Polo,Polo,"MOORE, G.",United States,Men,Polo,Silver
1924,Paris,Polo,Polo,"ROE, Frederick",United States,Men,Polo,Silver
1924,Paris,Polo,Polo,"WANAMAKER, Rodman",United States,Men,Polo,Silver
1924,Paris,Rowing,Rowing,"COSTELLO, Paul Vincent",United States,Men,Double Sculls (2X),Gold
1924,Paris,Rowing,Rowing,"KELLY, John Brendan",United States,Men,Double Sculls (2X),Gold
1924,Paris,Rowing,Rowing,"CARPENTIER, Leonard",United States,Men,Eight With Coxswain (8+),Gold
1924,Paris,Rowing,Rowing,"KINGSBURY, Howard",United States,Men,Eight With Coxswain (8+),Gold
1924,Paris,Rowing,Rowing,"LINDLEY, Allen",United States,Men,Eight With Coxswain (8+),Gold
1924,Paris,Rowing,Rowing,"MILLER, John",United States,Men,Eight With Coxswain (8+),Gold
1924,Paris,Rowing,Rowing,"ROCKEFELLER, James",United States,Men,Eight With Coxswain (8+),Gold
1924,Paris,Rowing,Rowing,"SHEFFIELD, Frederick",United States,Men,Eight With Coxswain (8+),Gold
1924,Paris,Rowing,Rowing,"SPOCK, Benjamin",United States,Men,Eight With Coxswain (8+),Gold
1924,Paris,Rowing,Rowing,"STODDARD, Laurence",United States,Men,Eight With Coxswain (8+),Gold
1924,Paris,Rowing,Rowing,"WILSON, Alfred",United States,Men,Eight With Coxswain (8+),Gold
1924,Paris,Rowing,Rowing,"GERHARDT, Robert",United States,Men,Four-Oared Shell With Coxswain (4-),Bronze
1924,Paris,Rowing,Rowing,"JELINEK, Sidney",United States,Men,Four-Oared Shell With Coxswain (4-),Bronze
1924,Paris,Rowing,Rowing,"KENNEDY, John",United States,Men,Four-Oared Shell With Coxswain (4-),Bronze
1924,Paris,Rowing,Rowing,"MITCHELL, Edward",United States,Men,Four-Oared Shell With Coxswain (4-),Bronze
1924,Paris,Rowing,Rowing,"WELSFORD, Henry",United States,Men,Four-Oared Shell With Coxswain (4-),Bronze
1924,Paris,Rowing,Rowing,"BUTLER, Leon",United States,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1924,Paris,Rowing,Rowing,"JENNINGS, Edward Francis",United States,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1924,Paris,Rowing,Rowing,"WILSON, Harold",United States,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1924,Paris,Rowing,Rowing,"GILMORE, Williams  E.Garrett",United States,Men,Single Sculls (1X),Silver
1924,Paris,Rugby,Rugby,"AUSTIN, C.",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"BROWN, R.",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"CASHEL, J.",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"CLARK, P.",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"CLEAVELAND, Norman",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"CUNNINGHAM, H.",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"DE GROOT, Dudley",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"DEVEREAUX, Robert",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"DIXON, Georges",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"DOE, Charles Webster",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"FARRISH, Linn Markley",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"GRAFF, Edward",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"GRONDONA, C.",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"HUNTER, Joseph Garvin",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"HYLAND, Richard Frank",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"MANELLI, Caesar",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"MEHAN, Charles Thomas",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"MULDOON, William",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"O'NEIL, John T.",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"PATRICK, John Clarence",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"ROGERS, William Lister",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"SCHOLZ, Rudolph John",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"SLATER, Colby Edward",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"SLATER, Norman Bernard",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"TILDEN, Charles Lee",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"TURKINGTON, Edward L.",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"VALENTINE, Alan Chester",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"WILLIAMS, Alan Frank",United States,Men,Rugby,Gold
1924,Paris,Rugby,Rugby,"WINSTON, J.",United States,Men,Rugby,Gold
1924,Paris,Shooting,Shooting,"BOLES, John Keith",United States,Men,"100M Running Deer, Single Shots",Gold
1924,Paris,Shooting,Shooting,"BOLES, John Keith",United States,Men,"100M Running Deer, Single Shots, Team",Bronze
1924,Paris,Shooting,Shooting,"COULTER, Raymond Orville",United States,Men,"100M Running Deer, Single Shots, Team",Bronze
1924,Paris,Shooting,Shooting,"FENTON, Dennis",United States,Men,"100M Running Deer, Single Shots, Team",Bronze
1924,Paris,Shooting,Shooting,"STOKES, Walter Raymond",United States,Men,"100M Running Deer, Single Shots, Team",Bronze
1924,Paris,Shooting,Shooting,"BAILEY, Henry Marvin",United States,Men,25M Rapid Fire Pistol (60 Shots),Gold
1924,Paris,Shooting,Shooting,"COULTER, Raymond Orville",United States,Men,"400, 600, 800M Free Rifle, Team",Gold
1924,Paris,Shooting,Shooting,"CROCKETT, Joseph W.",United States,Men,"400, 600, 800M Free Rifle, Team",Gold
1924,Paris,Shooting,Shooting,"FISHER, Morris",United States,Men,"400, 600, 800M Free Rifle, Team",Gold
1924,Paris,Shooting,Shooting,"HINDS, Sidney Rae",United States,Men,"400, 600, 800M Free Rifle, Team",Gold
1924,Paris,Shooting,Shooting,"STOKES, Walter Raymond",United States,Men,"400, 600, 800M Free Rifle, Team",Gold
1924,Paris,Shooting,Shooting,"DINWIDDIE, Marcus William",United States,Men,50M Rifle Prone (60 Shots),Silver
1924,Paris,Shooting,Shooting,"FISHER, Morris",United States,Men,"600M Free Rifle, Individual",Gold
1924,Paris,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"600M Free Rifle, Individual",Silver
1924,Paris,Shooting,Shooting,"ETCHEN, Frederick R.",United States,Men,"Clay Pigeons, Team",Gold
1924,Paris,Shooting,Shooting,"HUGUES, F. H.",United States,Men,"Clay Pigeons, Team",Gold
1924,Paris,Shooting,Shooting,"MOEL, J.",United States,Men,"Clay Pigeons, Team",Gold
1924,Paris,Shooting,Shooting,"PLATT, Clarence B.",United States,Men,"Clay Pigeons, Team",Gold
1924,Paris,Shooting,Shooting,"SHARMAN, Samuel",United States,Men,"Clay Pigeons, Team",Gold
1924,Paris,Shooting,Shooting,"SILKWORTH, William",United States,Men,"Clay Pigeons, Team",Gold
1924,Paris,Shooting,Shooting,"HUGHES, Frank",United States,Men,Trap (125 Targets),Bronze
1924,Paris,Tennis,Tennis,"HUNTER, Francis Townsend",United States,Men,Doubles,Gold
1924,Paris,Tennis,Tennis,"RICHARDS, Vincent",United States,Men,Doubles,Gold
1924,Paris,Tennis,Tennis,"WIGHTMAN, Hazel Virginia",United States,Women,Doubles,Gold
1924,Paris,Tennis,Tennis,"WILLS-MOODY, Helen",United States,Women,Doubles,Gold
1924,Paris,Tennis,Tennis,"WILLIAMS, Richard Norris III",United States,Men,Mixed Doubles,Gold
1924,Paris,Tennis,Tennis,"RICHARDS, Vincent",United States,Men,Mixed Doubles,Silver
1924,Paris,Tennis,Tennis,"WIGHTMAN, Hazel Virginia",United States,Women,Mixed Doubles,Gold
1924,Paris,Tennis,Tennis,"JESSUP, Marion",United States,Women,Mixed Doubles,Silver
1924,Paris,Tennis,Tennis,"RICHARDS, Vincent",United States,Men,Singles,Gold
1924,Paris,Tennis,Tennis,"WILLS-MOODY, Helen",United States,Women,Singles,Gold
1924,Paris,Wrestling,Wrestling Free.,"HINES, Bryan",United States,Men,- 56KG (Bantamweight),Bronze
1924,Paris,Wrestling,Wrestling Free.,"STEELE, Harry",United States,Men,+ 87KG (Heavyweight),Gold
1924,Paris,Wrestling,Wrestling Free.,"REED, Robin",United States,Men,56 - 61KG (Featherweight),Gold
1924,Paris,Wrestling,Wrestling Free.,"NEWTON, Chester",United States,Men,56 - 61KG (Featherweight),Silver
1924,Paris,Wrestling,Wrestling Free.,"VIS, Russell",United States,Men,61 - 66KG (Lightweight),Gold
1924,Paris,Wrestling,Wrestling Free.,"SPELLMAN, John Franklin",United States,Men,79 - 87KG (Light-Heavyweight),Gold
1928,Amsterdam,Aquatics,Diving,"GALITZEN, Michael Riley",United States,Men,10M Platform,Bronze
1928,Amsterdam,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",United States,Men,10M Platform,Gold
1928,Amsterdam,Aquatics,Diving,"BECKER-PINKSTON, Elizabeth",United States,Women,10M Platform,Gold
1928,Amsterdam,Aquatics,Diving,"COLEMAN, Georgia V.",United States,Women,10M Platform,Silver
1928,Amsterdam,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",United States,Men,3M Springboard,Gold
1928,Amsterdam,Aquatics,Diving,"GALITZEN, Michael Riley",United States,Men,3M Springboard,Silver
1928,Amsterdam,Aquatics,Diving,"COLEMAN, Georgia V.",United States,Women,3M Springboard,Bronze
1928,Amsterdam,Aquatics,Diving,"MEANY, Helen",United States,Women,3M Springboard,Gold
1928,Amsterdam,Aquatics,Diving,"POYNTON-HILL, Dorothy",United States,Women,3M Springboard,Silver
1928,Amsterdam,Aquatics,Swimming,"WYATT, Paul",United States,Men,100M Backstroke,Bronze
1928,Amsterdam,Aquatics,Swimming,"KOJAC, George Harold",United States,Men,100M Backstroke,Gold
1928,Amsterdam,Aquatics,Swimming,"LAUFER, Walter",United States,Men,100M Backstroke,Silver
1928,Amsterdam,Aquatics,Swimming,"WEISSMULLER, Johnny",United States,Men,100M Freestyle,Gold
1928,Amsterdam,Aquatics,Swimming,"OSIPOWICH, Albina Lucy",United States,Women,100M Freestyle,Gold
1928,Amsterdam,Aquatics,Swimming,"SAVILLE, Eleanor",United States,Women,100M Freestyle,Silver
1928,Amsterdam,Aquatics,Swimming,"CRABBE, Clarence",United States,Men,1500M Freestyle,Bronze
1928,Amsterdam,Aquatics,Swimming,"MCKIM, Josephine E.",United States,Women,400M Freestyle,Bronze
1928,Amsterdam,Aquatics,Swimming,"NORELIUS, Martha",United States,Women,400M Freestyle,Gold
1928,Amsterdam,Aquatics,Swimming,"LAMBERT, Adelaide T.",United States,Women,4X100M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming,"NORELIUS, Martha",United States,Women,4X100M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming,"OSIPOWICH, Albina Lucy",United States,Women,4X100M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming,"SAVILLE, Eleanor",United States,Women,4X100M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming,"CLAPP, Austin Rhone",United States,Men,4X200M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming,"KOJAC, George Harold",United States,Men,4X200M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming,"LAUFER, Walter",United States,Men,4X200M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming,"WEISSMULLER, Johnny",United States,Men,4X200M Freestyle Relay,Gold
1928,Amsterdam,Athletics,Athletics,"ROBINSON, Elizabeth",United States,Women,100M,Gold
1928,Amsterdam,Athletics,Athletics,"COLLIER, John",United States,Men,110M Hurdles,Bronze
1928,Amsterdam,Athletics,Athletics,"ANDERSON, Stephen",United States,Men,110M Hurdles,Silver
1928,Amsterdam,Athletics,Athletics,"BARBUTI, Raymond James",United States,Men,400M,Gold
1928,Amsterdam,Athletics,Athletics,"TAYLOR, Frederick Morgan",United States,Men,400M Hurdles,Bronze
1928,Amsterdam,Athletics,Athletics,"CUHEL, Frank Josef",United States,Men,400M Hurdles,Silver
1928,Amsterdam,Athletics,Athletics,"BORAH, Charles Edward",United States,Men,4X100M Relay,Gold
1928,Amsterdam,Athletics,Athletics,"QUINN, James F.",United States,Men,4X100M Relay,Gold
1928,Amsterdam,Athletics,Athletics,"RUSSELL, Henry Argue",United States,Men,4X100M Relay,Gold
1928,Amsterdam,Athletics,Athletics,"WYKOFF, Frank Clifford",United States,Men,4X100M Relay,Gold
1928,Amsterdam,Athletics,Athletics,"CROSS, Jessica West",United States,Women,4X100M Relay,Silver
1928,Amsterdam,Athletics,Athletics,"MCNEIL, Loretta T.",United States,Women,4X100M Relay,Silver
1928,Amsterdam,Athletics,Athletics,"ROBINSON, Elizabeth",United States,Women,4X100M Relay,Silver
1928,Amsterdam,Athletics,Athletics,"WASHBURN, Mary T.",United States,Women,4X100M Relay,Silver
1928,Amsterdam,Athletics,Athletics,"ALDERMAN, Frederick Pitt",United States,Men,4X400M Relay,Gold
1928,Amsterdam,Athletics,Athletics,"BAIRD, George Hetzel",United States,Men,4X400M Relay,Gold
1928,Amsterdam,Athletics,Athletics,"BARBUTI, Raymond James",United States,Men,4X400M Relay,Gold
1928,Amsterdam,Athletics,Athletics,"SPENCER, Emerson Lane",United States,Men,4X400M Relay,Gold
